DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653879,PA14_19010,CDS,1641698,1642135,-,tsi3,,Tsi3,Class 1,Tsi3 ; hypothetical protein,YP_789662.1 ; WP_003138169.1,438,146,15.8,4.85,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653881,PA14_19020,CDS,1642132,1643358,-,tse3,,Tse3,Class 1,Tse3 ; hypothetical protein,YP_789663.1 ; WP_003138171.1,1227,409,44.4,9.07,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653883,PA14_19030,CDS,1643445,1644245,-,,,hypothetical protein,,,YP_789664.1 ; WP_003138174.1,801,267,28.6,7.44,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653885,PA14_19050,CDS,1644279,1646315,-,metG,,methionyl-tRNA synthetase,,,YP_789665.1 ; WP_003092021.1,2037,679,75,5.44,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653887,PA14_19065,CDS,1646446,1647540,+,,,hypothetical protein,,,YP_789666.1 ; WP_003092020.1,1095,365,38.9,5.08,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653889,PA14_19090,CDS,1647642,1648208,+,dcd,,deoxycytidine triphosphate deaminase,,,YP_789667.1 ; WP_003092017.1,567,189,21.2,6.26,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653891,PA14_19100,CDS,1648632,1649519,+,rhlA,,rhamnosyltransferase chain A,,,YP_789668.1 ; WP_003092013.1,888,296,32.9,7.46,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653893,PA14_19110,CDS,1649585,1650865,+,rhlB,,rhamnosyltransferase chain B,,,YP_789669.1 ; WP_003092007.1,1281,427,47.1,8.57,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653895,PA14_19120,CDS,1650990,1651715,+,rhlR,,transcriptional regulator RhlR,,,YP_789670.1 ; WP_003119559.1,726,242,27.6,7.19,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653897,PA14_19130,CDS,1651896,1652501,+,rhlI,,autoinducer synthesis protein RhlI,,,YP_789671.1 ; WP_003138177.1,606,202,22.6,5.29,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653899,PA14_19140,CDS,1652656,1653462,+,pheC,,cyclohexadienyl dehydratase,,,YP_789672.1 ; WP_003138179.1,807,269,30.4,6.4,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653901,PA14_19150,CDS,1653556,1654416,+,,,hypothetical protein,,,YP_789673.1 ; WP_003092000.1,861,287,31.8,9.94,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653903,PA14_19160,CDS,1654413,1655312,+,,,hypothetical protein,,,YP_789674.1 ; WP_003138181.1,900,300,33.5,10.04,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653905,PA14_19170,CDS,1655333,1655929,-,,,hypothetical protein,,,YP_789675.1 ; WP_003103763.1,597,199,21.9,11.28,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653907,PA14_19190,CDS,1656387,1658081,+,,,malate dehydrogenase,,,YP_789676.1 ; WP_003091987.1,1695,565,62.4,5.28,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653909,PA14_19205,CDS,1658203,1658661,-,,,hypothetical protein,,,YP_789677.1 ; WP_003138184.1,459,153,16.7,5.6,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653911,PA14_19210,CDS,1658658,1659200,-,,,hypothetical protein,,,YP_789678.1 ; WP_003111057.1,543,181,19.6,5.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653913,PA14_19230,CDS,1659218,1660546,-,,,hypothetical protein,,,YP_789679.1 ; WP_003091979.1,1329,443,49.3,8.87,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653915,PA14_19270,CDS,1660714,1662081,-,,,MFS transporter,,,YP_789680.1 ; WP_003091973.1,1368,456,49.3,9.26,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653917,PA14_19290,CDS,1662267,1663607,+,,,ATP-dependent RNA helicase,,,YP_789681.1 ; WP_003138186.1,1341,447,49,10.49,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653919,PA14_19310,CDS,1663729,1665444,-,,,hypothetical protein,,,YP_789682.1 ; WP_003138189.1,1716,572,62,9.27,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653921,PA14_19320,CDS,1665661,1666986,+,,,hypothetical protein,,,YP_789683.1 ; WP_003130162.1,1326,442,49.1,5.3,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653923,PA14_19330,CDS,1667115,1667345,-,,,hypothetical protein,,,YP_789684.1 ; WP_003091959.1,231,77,8.7,4.18,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653925,PA14_19340,CDS,1667396,1670152,-,,,sensor/response regulator hybrid,,,YP_789685.1 ; WP_003138191.1,2757,919,101.8,6.94,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653927,PA14_19350,CDS,1670289,1671485,-,,,hypothetical protein,,,YP_789686.1 ; WP_003111432.1,1197,399,43.3,5.05,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653929,PA14_19360,CDS,1671482,1673239,-,,,GNAT family acetyltransferase,,,YP_789687.1 ; WP_003111433.1,1758,586,65,6.26,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653931,PA14_19370,CDS,1673280,1675049,-,,,asparagine synthetase,,,YP_789688.1 ; WP_003106635.1,1770,590,66,5.72,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653933,PA14_19380,CDS,1675192,1675665,+,,,transcriptional regulator,,,YP_789689.1 ; WP_003091943.1,474,158,17.6,5.64,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653935,PA14_19390,CDS,1675921,1676673,-,,,hypothetical protein,,,YP_789690.1 ; WP_003117537.1,753,251,25.3,11.63,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653937,PA14_19400,CDS,1676774,1678738,-,mnmC,,5-methylaminomethyl-2-thiouridine methyltransferase,,,YP_789691.1 ; WP_003138195.1,1965,655,70.4,7.03,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653939,PA14_19410,CDS,1678882,1680372,+,,,hypothetical protein,,,YP_789692.1 ; WP_003091935.1,1491,497,58.3,8.5,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653941,PA14_19430,CDS,1680525,1681709,+,,,acyl-CoA thiolase,,,YP_789693.1 ; WP_003102299.1,1185,395,42.1,5.14,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653943,PA14_19450,CDS,1681838,1682503,+,,,hypothetical protein,,,YP_789694.1 ; WP_003138197.1,666,222,24.1,5.38,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653945,PA14_19470,CDS,1682727,1684298,-,mqoA,,malate:quinone oxidoreductase,,,YP_789695.1 ; WP_003091930.1,1572,524,57.2,5.74,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653947,PA14_19480,CDS,1684501,1684710,-,,,hypothetical protein,,,YP_789696.1 ; WP_003091929.1,210,70,8,9.77,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653949,PA14_19490,CDS,1684916,1685554,+,lsfA,,1-Cys peroxiredoxin LsfA,Class 1,1-Cys peroxiredoxin LsfA ; antioxidant protein,YP_789697.1 ; WP_003091927.1,639,213,24.2,5.15,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653951,PA14_19500,CDS,1685805,1686809,+,,,hypothetical protein,,,YP_789698.1 ; WP_003138200.1,1005,335,36.4,8.43,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653953,PA14_19510,CDS,1686813,1687637,+,,,ABC transporter permease,,,YP_789699.1 ; WP_003091924.1,825,275,29.9,11.85,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653955,PA14_19520,CDS,1687634,1688383,+,,,ABC transporter ATP-binding protein,,,YP_789700.1 ; WP_003091922.1,750,250,27.1,4.99,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653957,PA14_19530,CDS,1688537,1689130,+,,,NAD(P)H-dependent FMN reductase,,,YP_789701.1 ; WP_003091915.1,594,198,21.5,7.09,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653959,PA14_19540,CDS,1689249,1690220,+,,,hypothetical protein,,,YP_789702.1 ; WP_003111308.1,972,324,35.2,9.29,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653961,PA14_19560,CDS,1690298,1691446,+,ssuD,,alkanesulfonate monooxygenase,,,YP_789703.1 ; WP_003091910.1,1149,383,41.6,6.14,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653963,PA14_19570,CDS,1691467,1692255,+,,,ABC transporter permease,,,YP_789704.1 ; WP_003091909.1,789,263,28.5,10.13,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653965,PA14_19580,CDS,1692252,1693076,+,ssuB,,aliphatic sulfonates transport ATP-binding subunit,,,YP_789705.1 ; WP_003117544.1,825,275,29.9,10.07,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653967,PA14_19590,CDS,1693117,1693332,+,,,molybdopterin-binding protein,,,YP_789706.1 ; WP_003091900.1,216,72,7.6,6.81,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653969,PA14_19600,CDS,1693512,1693850,-,,,hypothetical protein,,,YP_789707.1 ; WP_003091899.1,339,113,12.4,5.9,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653971,PA14_19610,CDS,1693902,1694213,-,,,hypothetical protein,,,YP_789708.1 ; WP_003091898.1,312,104,11.6,5.73,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653973,PA14_19620,CDS,1694342,1694713,-,folX,,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase",,,YP_789709.1 ; WP_003091897.1,372,124,14.2,6.11,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653975,PA14_19630,CDS,1694715,1695275,-,folE1,,GTP cyclohydrolase I,,,YP_789710.1 ; WP_003091896.1,561,187,20.8,7.6,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653977,PA14_19640,CDS,1695293,1695997,-,,,short chain dehydrogenase,,,YP_789711.1 ; WP_003138201.1,705,235,25.4,7.01,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653979,PA14_19650,CDS,1696108,1696665,-,,,hypothetical protein,,,YP_789712.1 ; WP_003111015.1,558,186,20.6,9.98,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653981,PA14_19660,CDS,1696945,1697397,+,,,flavodoxin,,,YP_789713.1 ; WP_003102319.1,453,151,15.9,4.26,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653983,PA14_19670,CDS,1697536,1698429,-,,,LysR family transcriptional regulator,,,YP_789714.1 ; WP_003138202.1,894,298,32.9,5.79,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653985,PA14_19680,CDS,1698525,1698914,+,,,hypothetical protein,,,YP_789715.1 ; WP_003091885.1,390,130,14.2,11.62,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653987,PA14_19690,CDS,1698901,1699587,+,,,hypothetical protein,,,YP_789716.1 ; WP_003102323.1,687,229,24.5,9.7,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653989,PA14_19700,CDS,1699716,1700495,+,,,aldolase,,,YP_789717.1 ; WP_003091880.1,780,260,28.1,6.57,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653991,PA14_19710,CDS,1700492,1701388,+,,,alpha/beta hydrolase,,,YP_789718.1 ; WP_003138203.1,897,299,33.8,8.15,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653993,PA14_19720,CDS,1701487,1701780,+,,,hypothetical protein,,,YP_789719.1 ; WP_003122196.1,294,98,11.1,8.48,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653995,PA14_19730,CDS,1701896,1702807,+,,,oxidoreductase,,,YP_789720.1 ; WP_003111019.1,912,304,32.3,5.78,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653997,PA14_19740,CDS,1702924,1703694,+,,,enoyl-CoA hydratase,,,YP_789721.1 ; WP_003091874.1,771,257,27,4.48,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1653999,PA14_19750,CDS,1703714,1704058,-,,,hypothetical protein,,,YP_789722.1 ; WP_003091873.1,345,115,12.6,4.86,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654001,PA14_19770,CDS,1704093,1705499,-,,,hypothetical protein,,,YP_789723.1 ; WP_003138204.1,1407,469,52.3,6.75,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654003,PA14_19800,CDS,1705590,1706333,-,,,AraC family transcriptional regulator,,,YP_789724.1 ; WP_003119583.1,744,248,28.3,8.82,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654005,PA14_19810,CDS,1706618,1708375,+,,,hypothetical protein,,,YP_789725.1 ; WP_003102337.1,1758,586,64.3,4.73,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654007,PA14_19830,CDS,1708432,1709802,+,,,hypothetical protein,,,YP_789726.1 ; WP_003138206.1,1371,457,50.7,9.17,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654009,PA14_19850,CDS,1709952,1712435,+,,,transcriptional regulator,,,YP_789727.1 ; WP_003138208.1,2484,828,91.8,6.1,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654011,PA14_19860,CDS,1712442,1713254,-,,,hypothetical protein,,,YP_789728.1 ; WP_003138209.1,813,271,29.9,5.98,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654013,PA14_19870,CDS,1713500,1714525,+,ldh,,leucine dehydrogenase,,,YP_789729.1 ; WP_003091859.1,1026,342,35.6,5.91,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654015,PA14_19900,CDS,1714667,1715764,+,,,pyruvate dehydrogenase E1 component subunit alpha,,,YP_789730.1 ; WP_003091858.1,1098,366,40.4,5.08,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654017,PA14_19910,CDS,1715757,1716758,+,,,"pyruvate dehydrogenase E1 component, beta chain",,,YP_789731.1 ; WP_003138212.1,1002,334,36.1,5.68,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654019,PA14_19920,CDS,1716776,1717888,+,,,branched-chain alpha-keto acid dehydrogenase subunit E2,,,YP_789732.1 ; WP_003138213.1,1113,371,39.5,5.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654021,PA14_19930,CDS,1717889,1718347,-,,,hypothetical protein,,,YP_789733.1 ; ,459,153,16672.4,9.71,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654023,PA14_19940,CDS,1718381,1718965,-,,,hypothetical protein,,,YP_789734.1 ; WP_003122204.1,585,195,20.8,8.08,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654025,PA14_19950,CDS,1719001,1719267,-,,,hypothetical protein,,,YP_789735.1 ; WP_003091854.1,267,89,10.2,4.18,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654027,PA14_19960,CDS,1719477,1719746,+,,,hypothetical protein,,,YP_789736.1 ; WP_003091850.1,270,90,9.8,8.21,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654029,PA14_19970,CDS,1719866,1720084,+,,,hypothetical protein,,,YP_789737.1 ; WP_003112066.1,219,73,7.4,8.22,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654031,PA14_19990,CDS,1720161,1720676,+,,,RNA polymerase ECF-subfamily sigma-70 factor,,,YP_789738.1 ; WP_003107536.1,516,172,19.8,7.04,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654033,PA14_20000,CDS,1720741,1721727,+,,,transmembrane sensor,,,YP_789739.1 ; WP_003138216.1,987,329,35.5,10.44,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654035,PA14_20010,CDS,1721937,1724612,+,hasR,,heme uptake outer membrane receptor HasR,,,YP_789740.1 ; WP_003119598.1,2676,892,97.8,6.47,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654037,PA14_20020,CDS,1724698,1725315,+,hasAp,,heme acquisition protein HasAp,,,YP_789741.1 ; WP_003115011.1,618,206,20.9,4.13,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654039,PA14_20030,CDS,1725533,1727323,+,hasD,,transport protein HasD,,,YP_789742.1 ; WP_003138219.1,1791,597,63.2,10.55,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654041,PA14_20040,CDS,1727320,1728651,+,hasE,,metalloprotease secretion protein,,,YP_789743.1 ; WP_003138221.1,1332,444,48.8,6.42,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654043,PA14_20050,CDS,1728648,1730003,+,,,outer membrane protein,,,YP_789744.1 ; WP_003138223.1,1356,452,49.9,7.17,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654045,PA14_20060,CDS,1729996,1730283,-,,,hypothetical protein,,,YP_789745.1 ; WP_003091839.1,288,96,10.6,7.55,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654047,PA14_20070,CDS,1730458,1730943,+,,,hypothetical protein,,,YP_789746.1 ; WP_003091838.1,486,162,17.6,6.9,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654049,PA14_20080,CDS,1731056,1732027,+,,,hypothetical protein,,,YP_789747.1 ; WP_003091837.1,972,324,36.2,6.19,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654051,PA14_20100,CDS,1732031,1733203,+,,,hypothetical protein,,,YP_789748.1 ; WP_003130238.1,1173,391,42.7,9.28,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654053,PA14_20110,CDS,1733200,1734333,+,,,hypothetical protein,,,YP_789749.1 ; WP_003130239.1,1134,378,42.6,7.06,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654055,PA14_20120,CDS,1734387,1734728,+,,,hypothetical protein,,,YP_789750.1 ; WP_003098676.1,342,114,11.9,8.04,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654057,PA14_20130,CDS,1734730,1735656,-,,,LysR family transcriptional regulator,,,YP_789751.1 ; WP_003091833.1,927,309,34.7,7,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654059,PA14_20140,CDS,1735930,1736706,+,fpr,,ferredoxin--NADP+ reductase,,,YP_789752.1 ; WP_003091832.1,777,259,29.5,5.87,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654061,PA14_20150,CDS,1736789,1737325,-,nosL,,NosL protein,,,YP_789753.1 ; WP_003091829.1,537,179,19.3,5.51,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654063,PA14_20170,CDS,1737342,1738169,-,nosY,,NosY protein,,,YP_789754.1 ; WP_003091826.1,828,276,28.7,8.48,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654065,PA14_20180,CDS,1738160,1739074,-,nosF,,NosF protein,,,YP_789755.1 ; WP_003138226.1,915,305,33,9.44,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654067,PA14_20190,CDS,1739071,1740357,-,nosD,,copper ABC transporter periplasmic substrate-binding protein,,,YP_789756.1 ; WP_003138227.1,1287,429,46.9,7.03,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654069,PA14_20200,CDS,1740354,1742264,-,nosZ,,nitrous-oxide reductase,,,YP_789757.1 ; WP_003138228.1,1911,637,70.6,6.47,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654071,PA14_20230,CDS,1742308,1744455,-,nosR,,regulatory protein NosR,,,YP_789758.1 ; WP_003138229.1,2148,716,80.2,7,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654073,PA14_20240,CDS,1744684,1745097,-,,,ring-cleaving dioxygenase,,,YP_789759.1 ; WP_003130247.1,414,138,15.3,5.51,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654075,PA14_20250,CDS,1745158,1745460,+,,,hypothetical protein,,,YP_789760.1 ; WP_003130248.1,303,101,11.4,4.39,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654077,PA14_20260,CDS,1745467,1746162,-,,,hypothetical protein,,,YP_789761.1 ; WP_003138230.1,696,232,26,7.74,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654079,PA14_20270,CDS,1746215,1746985,-,rhlG,,beta-ketoacyl reductase,,,YP_789762.1 ; WP_003138231.1,771,257,26.8,6.78,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654081,PA14_20280,CDS,1747083,1747448,-,,,hypothetical protein,,,YP_789763.1 ; WP_003091804.1,366,122,13.6,9.53,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654083,PA14_20290,CDS,1747602,1747928,-,amrZ,,DNA binding-protein,,,YP_789764.1 ; WP_003091802.1,327,109,12.3,7.93,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654085,PA14_20300,CDS,1748289,1749125,+,phnC,,ABC phosphonate transporter ATP-binding protein,,,YP_789765.1 ; WP_003130253.1,837,279,30.2,10.34,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654087,PA14_20320,CDS,1749178,1750182,+,phnD,,phosphonate ABC transporter substrate-binding protein,,,YP_789766.1 ; WP_003138232.1,1005,335,37.1,8.66,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654089,PA14_20330,CDS,1750250,1751044,+,phnE,,phosphonate ABC transporter permease,,,YP_789767.1 ; WP_003091793.1,795,265,28.4,6.58,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654091,PA14_20350,CDS,1751065,1751787,+,phnF,,transcriptional regulator,,,YP_789768.1 ; WP_003091792.1,723,241,27,10.25,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654093,PA14_20360,CDS,1751797,1752255,+,phnG,,phosphonate metabolism protein PhnG,,,YP_789769.1 ; WP_003138234.1,459,153,16.7,7.73,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654095,PA14_20370,CDS,1752255,1752884,+,phnH,,carbon-phosphorus lyase complex subunit,,,YP_789770.1 ; WP_003138236.1,630,210,22.2,4.19,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654097,PA14_20380,CDS,1752884,1753984,+,phnI,,hypothetical protein,,,YP_789771.1 ; WP_003091786.1,1101,367,40.6,4.87,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654099,PA14_20390,CDS,1753981,1754865,+,phnJ,,hypothetical protein,,,YP_789772.1 ; WP_003091784.1,885,295,32.9,4.72,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654101,PA14_20400,CDS,1754862,1755677,+,phnK,,phosphonate C-P lyase system protein PhnK,,,YP_789773.1 ; WP_003091781.1,816,272,29.9,4.82,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654103,PA14_20420,CDS,1755728,1756444,+,phnL,,phosphonate ABC transporter ATPase,,,YP_789774.1 ; WP_003091778.1,717,239,26.2,9.11,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654105,PA14_20430,CDS,1756434,1757597,+,phnM,,phosphonate metabolism protein,,,YP_789775.1 ; WP_003113124.1,1164,388,41.6,6.16,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654107,PA14_20440,CDS,1757597,1758154,+,phnN,,phosphonate transport ATP-binding protein,,,YP_789776.1 ; WP_003109293.1,558,186,20.2,8.02,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1654109,PA14_20450,CDS,1758145,1758915,+,phnP,,carbon-phosphorus lyase complex accessory protein,,,YP_789777.1 ; WP_003109294.1,771,257,27.9,6.44,Cytoplasmic [Class 3]
